IP地址,端口,测试服务器(Colo),响应时间(ms),归属地,ISP服务商
91.223.169.237,443,AMS,82,瑞典 Stockholm County 斯德哥尔摩,"Kamatera, Inc."
64.188.81.49,443,AMS,173,瑞典 Stockholm County 斯德哥尔摩,Oc Networks Limited
185.139.228.126,443,AMS,129,瑞典 Stockholm County 斯德哥尔摩,"Kamatera, Inc."
87.121.105.12,443,AMS,161,瑞典 Stockholm County 斯德哥尔摩,Play2go International Limited
37.252.9.236,443,AMS,72,瑞典 Stockholm County 斯德哥尔摩,Glesys AB
83.147.254.245,443,AMS,168,瑞典 Stockholm County 斯德哥尔摩,NetCrafters OU
45.77.255.153,443,AMS,375,新加坡 新加坡,"The Constant Company, LLC"
43.160.251.110,443,AMS,346,新加坡 新加坡,"Tencent Building, Kejizhongyi Avenue"
178.128.80.43,443,AMS,330,美国,"DigitalOcean, LLC"
43.134.174.114,443,AMS,340,新加坡 新加坡,"Tencent Building, Kejizhongyi Avenue"
45.76.152.246,443,AMS,327,新加坡 新加坡,"The Constant Company, LLC"
139.180.140.39,443,AMS,316,新加坡 新加坡,"The Constant Company, LLC"
167.99.73.22,443,AMS,333,美国,"DigitalOcean, LLC"
139.180.208.63,443,AMS,320,新加坡 新加坡,"The Constant Company, LLC"
104.248.145.216,443,AMS,323,美国,"DigitalOcean, LLC"
185.229.221.92,443,AMS,3029,瑞典 Stockholm County 斯德哥尔摩,'Ghita Telekom'
149.28.159.222,443,AMS,319,新加坡 新加坡,"The Constant Company, LLC"
47.82.155.79,443,AMS,330,新加坡,"Alibaba US Technology Co., Ltd."
139.59.239.116,443,AMS,336,新加坡,"DigitalOcean, LLC"
166.1.160.140,443,AMS,182,美国 新泽西州 Secaucus,Baykov Ilya Sergeevich
86.104.72.194,443,AMS,161,摩尔多瓦,WorkTitans B.V.
104.234.50.53,443,AMS,191,美国 弗吉尼亚州 Warrenton,OVH SAS
43.169.18.179,443,AMS,75,新加坡,ACE
161.118.213.45,443,AMS,463,新加坡 Loyang,Oracle Corporation
46.17.107.199,443,AMS,174,美国 纽约州 New York,First Server Limited
159.60.146.82,443,AMS,10,未知,F5 Networks SARL
38.180.204.104,443,AMS,242,美国 伊利诺伊州 芝加哥,"HIVELOCITY, Inc."
60.249.21.30,443,AMS,596,台湾 Taichung City Taichung,Data Communication Business Group
178.128.86.3,443,AMS,332,美国,"DigitalOcean, LLC"
46.17.107.183,443,AMS,282,美国 纽约州 New York,First Server Limited
20.98.89.51,443,AMS,300,美国 华盛顿州,Microsoft Corporation
141.148.93.235,443,AMS,189,美国 弗吉尼亚州 阿什本,Oracle Corporation
192.3.134.177,443,AMS,300,美国 加州 圣克拉拉,HostPapa
139.60.162.211,443,AMS,167,美国 纽约州 New York,HOSTKEY
174.136.205.75,443,AMS,317,美国 加州 洛杉矶,DMIT Cloud Services
172.245.54.238,443,AMS,309,美国 纽约州 水牛城,HostPapa
94.131.101.135,443,AMS,162,摩尔多瓦,WorkTitans B.V.
155.117.19.186,443,AMS,334,美国 加州 洛杉矶,BAGE CLOUD LLC
38.180.203.118,443,AMS,227,美国 伊利诺伊州 芝加哥,"HIVELOCITY, Inc."
107.174.204.129,443,AMS,214,美国 伊利诺伊州 Elk Grove Village,HostPapa
104.238.129.180,443,AMS,179,美国 新泽西州 Piscataway,"The Constant Company, LLC"
50.228.203.26,443,AMS,261,美国 佛罗里达州 种植园,"Comcast Cable Communications, LLC"
15.204.173.154,443,AMS,188,美国 弗吉尼亚州 Reston,OVH SAS
77.110.109.228,443,AMS,233,美国 北卡罗来纳州 夏洛特,Aeza Group LLC
134.195.211.13,443,AMS,315,美国,MULTACOM CORPORATION
107.174.245.19,443,AMS,376,美国 华盛顿州 Seattle,HostPapa
172.174.11.248,443,AMS,176,美国 弗吉尼亚州 Washington,Microsoft Corporation
31.59.136.223,443,AMS,332,美国 加州 Fremont,Cgi Global Limited
143.198.31.221,443,AMS,193,美国,"DigitalOcean, LLC"
166.1.60.219,443,AMS,174,美国 新泽西州 Secaucus,Baykov Ilya Sergeevich
166.1.60.67,443,AMS,179,美国 新泽西州 Secaucus,Baykov Ilya Sergeevich
150.136.219.11,443,AMS,189,美国 弗吉尼亚州 阿什本,Oracle Corporation
192.18.136.255,443,AMS,320,美国 加州 San Jose,Oracle Corporation
142.252.220.43,443,AMS,243,美国 佛罗里达州 迈阿密,Newserverlife LLC
23.95.113.61,443,AMS,192,美国 弗吉尼亚州 阿什本,HostPapa
35.247.124.181,443,AMS,292,美国 俄勒冈州 The Dalles,Google LLC
192.3.209.49,443,AMS,191,美国 纽约州 水牛城,HostPapa
64.188.29.102,443,AMS,304,美国 加州 洛杉矶,HostPapa
107.175.183.121,443,AMS,214,美国 乔治亚 玛丽埃塔,HostPapa
45.61.166.121,443,AMS,270,美国 得克萨斯州 Dallas,RouterHosting LLC
172.245.226.122,443,AMS,264,美国 得克萨斯州 Dallas,HostPapa
77.110.127.36,443,AMS,219,美国 北卡罗来纳州 夏洛特,Aeza Group LLC
185.28.175.51,443,AMS,258,美国 佛罗里达州 迈阿密,Newserverlife LLC
172.208.36.45,443,AMS,185,美国 弗吉尼亚州 Washington,Microsoft Corporation
66.135.5.63,443,AMS,183,美国 新泽西州 Piscataway,"The Constant Company, LLC"
107.172.16.110,443,AMS,314,美国 加州 圣克拉拉,HostPapa
38.180.138.2,443,AMS,171,美国 纽约州 New York,M247 Europe SRL
149.28.56.202,443,AMS,179,美国 新泽西州 Piscataway,"The Constant Company, LLC"
66.154.107.116,443,AMS,246,美国,"CYBERCON, INC."
18.216.55.100,443,AMS,210,美国 俄亥俄州 哥伦布,"Amazon.com, Inc."
159.89.91.17,443,AMS,159,美国,"DigitalOcean, LLC"
45.8.157.80,443,AMS,170,美国 新泽西州 Newark,NKtelecom INC
159.60.146.81,443,AMS,7,未知,F5 Networks SARL
172.245.182.112,443,AMS,215,美国 纽约州 水牛城,HostPapa
104.168.56.73,443,AMS,236,美国 纽约州 水牛城,HostPapa
172.245.246.110,443,AMS,220,美国 纽约州 水牛城,HostPapa
166.1.60.137,443,AMS,182,美国 新泽西州 Secaucus,Baykov Ilya Sergeevich
205.172.57.27,443,AMS,157,美国 纽约州 New York,HOSTKEY
192.3.1.218,443,AMS,211,美国 纽约州 水牛城,HostPapa
66.212.16.200,443,AMS,364,美国,HostPapa
185.106.95.125,443,AMS,267,美国 得克萨斯州 Dallas,Scalaxy B.V.
107.172.190.151,443,AMS,186,美国 纽约州 水牛城,HostPapa
107.175.209.186,443,AMS,242,美国 纽约州 水牛城,HostPapa
43.169.19.179,443,AMS,76,新加坡,ACE
34.58.136.79,443,AMS,238,美国 爱荷华州 康瑟尔布拉夫斯,Google LLC
192.9.157.76,443,AMS,289,美国 加州 San Jose,Oracle Corporation
64.181.247.243,443,AMS,295,美国 加州 San Jose,Oracle Corporation
69.63.209.60,443,AMS,315,美国 加州 洛杉矶,DMIT Cloud Services
86.104.72.16,443,AMS,160,摩尔多瓦,WorkTitans B.V.
128.199.0.28,443,AMS,299,新加坡 新加坡,"DigitalOcean, LLC"
107.174.42.185,443,AMS,329,美国 加州 洛杉矶,HostPapa
163.192.47.170,443,AMS,289,美国 加州 San Jose,Oracle Corporation
192.227.167.44,443,AMS,329,美国 得克萨斯州 Dallas,HostPapa
74.48.65.76,443,AMS,1108,美国 加州 洛杉矶,MULTACOM CORPORATION
150.136.105.229,443,AMS,194,美国 弗吉尼亚州 阿什本,Oracle Corporation
150.136.254.79,443,AMS,1496,美国 弗吉尼亚州 阿什本,Oracle Corporation
165.1.66.231,443,AMS,298,美国 加州 San Jose,Oracle Corporation
156.154.245.83,443,AMS,6,美国,"Vercara, LLC"
45.83.140.160,443,AMS,162,塞浦路斯,WorkTitans B.V.
198.199.86.20,443,AMS,161,美国 新泽西州 北伯根,"DigitalOcean, LLC"
172.245.111.196,443,AMS,247,美国 纽约州 水牛城,HostPapa
129.146.46.164,443,AMS,369,美国 Arizona 凤凰城,Oracle Corporation
35.230.79.26,443,AMS,293,美国 俄勒冈州 The Dalles,Google LLC
64.181.249.123,443,AMS,315,美国 加州 San Jose,Oracle Corporation
43.170.25.96,443,AMS,174,新加坡,ACE
64.181.218.67,443,AMS,197,美国 伊利诺伊州 芝加哥,Oracle Corporation
141.148.187.195,443,AMS,370,美国 Arizona 凤凰城,Oracle Corporation
38.132.122.241,443,AMS,471,美国 纽约州 New York,M247 Europe SRL
77.110.124.132,443,AMS,224,美国 北卡罗来纳州 夏洛特,Aeza Group LLC
96.8.121.109,443,AMS,358,美国 华盛顿州 Seattle,HostPapa
104.168.38.167,443,AMS,208,美国 纽约州 水牛城,HostPapa
31.172.69.16,443,AMS,276,美国 得克萨斯州 Dallas,Eonix Corporation
193.32.177.101,443,AMS,161,美国 新泽西州 Secaucus,Baykov Ilya Sergeevich
163.192.44.187,443,AMS,295,美国 加州 San Jose,Oracle Corporation
208.167.245.42,443,AMS,181,美国 新泽西州 Piscataway,"The Constant Company, LLC"
155.94.173.121,443,AMS,277,美国,HostPapa
172.245.148.211,443,AMS,327,美国 纽约州 水牛城,HostPapa
165.232.148.158,443,AMS,333,美国,"DigitalOcean, LLC"
148.135.119.123,443,AMS,294,美国 加州 洛杉矶,MULTACOM CORPORATION
192.3.155.217,443,AMS,281,美国 纽约州 水牛城,HostPapa
96.44.158.249,443,AMS,326,美国,HostPapa
149.28.92.56,443,AMS,314,美国 加州 洛杉矶,"The Constant Company, LLC"
107.175.232.157,443,AMS,341,美国 加州 洛杉矶,HostPapa
23.95.215.195,443,AMS,305,美国 加州 圣克拉拉,HostPapa
107.173.15.46,443,AMS,277,美国 得克萨斯州 Dallas,HostPapa
38.146.27.51,443,AMS,169,美国 新泽西州 克利夫頓,"Cogent Communications, LLC"
147.224.58.153,443,AMS,296,美国 加州 San Jose,Oracle Corporation
74.119.194.201,443,AMS,162,摩尔多瓦,WorkTitans B.V.
198.12.74.78,443,AMS,285,美国 得克萨斯州 Dallas,HostPapa
107.173.15.138,443,AMS,282,美国 得克萨斯州 Dallas,HostPapa
104.129.59.249,443,AMS,335,美国 加州 洛杉矶,HostPapa
192.227.231.108,443,AMS,358,美国 华盛顿州 Seattle,HostPapa
184.169.181.217,443,AMS,317,美国 加州 San Jose,"Amazon.com, Inc."
142.171.140.152,443,AMS,620,美国 加州 洛杉矶,MULTACOM CORPORATION
47.88.15.127,443,AMS,301,美国 加州,"Alibaba US Technology Co., Ltd."
216.128.134.116,443,AMS,270,美国 得克萨斯州 Dallas,"The Constant Company, LLC"
137.184.228.85,443,AMS,334,美国,"DigitalOcean, LLC"
192.210.133.140,443,AMS,276,美国 纽约州 水牛城,HostPapa
91.149.239.206,443,AMS,313,美国 加州 洛杉矶,Baxet Group Inc.
107.173.165.210,443,AMS,307,美国 加州 圣克拉拉,HostPapa
129.159.37.136,443,AMS,295,美国 加州 San Jose,Oracle Corporation
23.94.223.150,443,AMS,300,美国 加州 圣克拉拉,HostPapa
35.197.23.75,443,AMS,295,美国 俄勒冈州 The Dalles,Google LLC
45.150.65.251,443,AMS,160,美国 宾夕法尼亚州 Swarthmore,WorkTitans B.V.
45.66.249.36,443,AMS,296,美国 加州 洛杉矶,BlueVPS OU
192.3.251.89,443,AMS,329,美国 华盛顿州 Seattle,HostPapa
143.47.96.200,443,AMS,192,美国 弗吉尼亚州 阿什本,Oracle Corporation
107.175.230.87,443,AMS,335,美国 加州 洛杉矶,HostPapa
129.146.196.8,443,AMS,372,美国 Arizona 凤凰城,Oracle Corporation
43.162.120.155,443,AMS,320,美国 加州 圣克拉拉,"Tencent Building, Kejizhongyi Avenue"
148.135.23.145,443,AMS,321,美国 加州 洛杉矶,MULTACOM CORPORATION
107.175.224.82,443,AMS,336,美国 加州 洛杉矶,HostPapa
108.181.199.80,443,AMS,262,美国 得克萨斯州 Dallas,Psychz Networks
23.94.194.181,443,AMS,220,美国 伊利诺伊州 Elk Grove Village,HostPapa
23.94.43.51,443,AMS,382,美国 华盛顿州 Seattle,HostPapa
107.173.199.144,443,AMS,291,美国 纽约州 水牛城,HostPapa
38.143.109.82,443,AMS,225,美国 伊利诺伊州 芝加哥,"Cogent Communications, LLC"
104.223.54.68,443,AMS,324,美国,HostPapa
23.95.18.184,443,AMS,333,美国 华盛顿州 Seattle,HostPapa
34.83.245.149,443,AMS,293,美国 俄勒冈州 The Dalles,Google LLC
107.173.146.206,443,AMS,303,美国 加州 圣克拉拉,HostPapa
75.127.12.19,443,AMS,394,美国 华盛顿州 Seattle,HostPapa
34.105.49.234,443,AMS,289,美国 俄勒冈州 The Dalles,Google LLC
198.46.144.41,443,AMS,336,美国 加州 洛杉矶,HostPapa
77.110.126.244,443,AMS,223,美国 北卡罗来纳州 夏洛特,Aeza Group LLC
96.8.121.29,443,AMS,1108,美国 华盛顿州 Seattle,HostPapa
31.57.118.201,443,AMS,262,美国 得克萨斯州 Dallas,Cgi Global Limited
64.188.27.145,443,AMS,324,美国 加州 洛杉矶,HostPapa
64.181.255.215,443,AMS,305,美国 加州 San Jose,Oracle Corporation
139.60.162.153,443,AMS,1461,美国 纽约州 New York,HOSTKEY
216.45.50.20,443,AMS,326,美国,HostPapa
107.173.254.105,443,AMS,177,美国 纽约州 水牛城,HostPapa
192.193.104.25,443,AMS,284,美国,Citigroup Inc.
23.95.88.103,443,AMS,298,美国 加州 洛杉矶,HostPapa
23.95.130.10,443,AMS,240,美国 纽约州 水牛城,HostPapa
206.223.84.247,443,AMS,364,美国 加州 洛杉矶,NetLab Global
129.159.34.196,443,AMS,313,美国 加州 San Jose,Oracle Corporation
107.172.87.42,443,AMS,295,美国 加州 圣克拉拉,HostPapa
193.32.177.152,443,AMS,163,美国 新泽西州 Secaucus,Baykov Ilya Sergeevich
34.82.76.253,443,AMS,290,美国 俄勒冈州 The Dalles,Google LLC
38.146.28.146,443,AMS,312,美国 加州 埃尔塞贡多,"Cogent Communications, LLC"
38.244.31.27,443,AMS,311,美国 加州 洛杉矶,"Cogent Communications, LLC"
192.9.139.160,443,AMS,320,美国 加州 San Jose,Oracle Corporation
147.182.229.237,443,AMS,313,美国,"DigitalOcean, LLC"
3.137.145.231,443,AMS,243,美国 俄亥俄州 哥伦布,"Amazon.com, Inc."
213.170.157.1,443,AMS,330,美国 俄勒冈州,"Amazon.com, Inc."
34.175.202.195,443,AMS,59,西班牙 Madrid 马德里,Google LLC
107.175.50.125,443,AMS,324,美国 加州 洛杉矶,HostPapa
74.48.144.23,443,AMS,303,美国 加州 洛杉矶,MULTACOM CORPORATION
107.174.36.103,443,AMS,218,美国 纽约州 水牛城,HostPapa
5.180.24.182,443,AMS,168,塞浦路斯,WorkTitans B.V.
163.192.47.40,443,AMS,303,美国 加州 San Jose,Oracle Corporation
107.174.92.250,443,AMS,289,美国 加州 圣克拉拉,HostPapa
167.253.66.148,443,AMS,315,美国 佛罗里达州 坦帕,Solid Systems LLC
74.48.134.194,443,AMS,312,美国 加州 洛杉矶,MULTACOM CORPORATION
35.210.99.51,443,AMS,47,比利时 布鲁塞尔首都大区 布鲁塞尔,Google LLC
142.171.230.71,443,AMS,315,美国 加州 洛杉矶,MULTACOM CORPORATION
2.56.206.160,443,AMS,125,亚美尼亚,Proitlab LLC
178.160.195.187,443,AMS,145,亚美尼亚 Yerevan Yerevan,Telecom Armenia OJSC
2.56.206.64,443,AMS,198,亚美尼亚,Proitlab LLC
34.22.190.30,443,AMS,32,比利时 布鲁塞尔首都大区 布鲁塞尔,Google LLC
82.115.19.143,443,AMS,44,澳大利亚,BitCommand LLC
107.174.242.250,443,AMS,281,美国 华盛顿州 Seattle,HostPapa
2.56.204.183,443,AMS,127,亚美尼亚,Proitlab LLC
78.128.127.93,443,AMS,203,保加利亚 Sofia-Capital Sofia,DA International Group Ltd.
38.180.78.255,443,AMS,279,巴西 São Paulo 圣保罗,M247 Europe SRL
91.210.166.145,443,AMS,72,保加利亚 Sofia-Capital Sofia,Green Floid LLC
91.210.166.102,443,AMS,70,保加利亚 Sofia-Capital Sofia,Green Floid LLC
38.180.79.9,443,AMS,282,巴西 São Paulo 圣保罗,M247 Europe SRL
185.82.218.224,443,AMS,68,保加利亚 Sofia-Capital Sofia,Green Floid LLC
152.67.125.174,443,AMS,517,澳大利亚 新南威尔士州 邦加里比,Oracle Corporation
185.203.116.174,443,AMS,76,保加利亚 Sofia-Capital Sofia,Belcloud LTD
45.58.43.34,443,AMS,292,美国 加州 Sacramento,"Atlantic.net, Inc."
144.202.108.119,443,AMS,305,美国 加州 San Jose,"The Constant Company, LLC"
149.56.14.62,443,AMS,266,加拿大 Quebec 蒙特利尔,OVH SAS
194.58.39.80,443,AMS,15,捷克,Baxet Group Inc.
45.83.21.13,443,AMS,190,塞浦路斯,WorkTitans B.V.
185.205.210.83,443,AMS,106,保加利亚 Sofia-Capital Sofia,Belcloud LTD
85.255.6.15,443,AMS,67,捷克,"INTERNET CZ, a.s."
91.210.166.82,443,AMS,73,保加利亚 Sofia-Capital Sofia,Green Floid LLC
186.67.70.55,443,AMS,385,智利 圣地亚哥首都大区 圣地亚哥,ENTEL CHILE S.A.
194.87.44.84,443,AMS,48,捷克,"Timeweb, LLP"
194.87.208.118,443,AMS,96,捷克,"Timeweb, LLP"
194.58.57.93,443,AMS,60,捷克,"Timeweb, LLP"
194.87.208.209,443,AMS,68,捷克,"Timeweb, LLP"
195.133.81.231,443,AMS,70,捷克,"Timeweb, LLP"
62.233.57.156,443,AMS,47,捷克 Prague 布拉格,Green Floid LLC
195.133.15.131,443,AMS,56,捷克,"Timeweb, LLP"
46.36.223.141,443,AMS,66,爱沙尼亚 Jõhvi vald Jõhvi,P.a.g.m. Ou
195.133.66.132,443,AMS,72,捷克,"Timeweb, LLP"
194.87.208.54,443,AMS,66,捷克,"Timeweb, LLP"
38.180.216.120,443,AMS,59,爱沙尼亚 Tallinn 塔林,Aktsiaselts WaveCom
195.133.41.93,443,AMS,93,捷克,"Timeweb, LLP"
69.12.83.170,443,AMS,91,爱沙尼亚 Tallinn 塔林,HostSlim B.V.
109.235.246.34,443,AMS,65,爱沙尼亚,AS INFONET
91.199.147.23,443,AMS,65,爱沙尼亚,SmartApe OU
185.36.140.105,443,AMS,91,爱沙尼亚 Tallinn 塔林,Brainoza OU
185.23.236.111,443,AMS,96,爱沙尼亚 Tallinn 塔林,IT-Develop DOO
181.36.229.212,443,AMS,291,多米尼加 Nacional Santo Domingo,ALTICE DOMINICANA S.A.
69.12.83.134,443,AMS,89,爱沙尼亚 Tallinn 塔林,HostSlim B.V.
185.40.7.242,443,AMS,79,芬兰 新地区 赫尔辛基,First Server Limited
138.124.4.38,443,AMS,83,爱沙尼亚 Tallinn 塔林,Baykov Ilya Sergeevich
5.101.180.145,443,AMS,72,爱沙尼亚 Jõhvi vald Jõhvi,P.a.g.m. Ou
80.79.121.46,443,AMS,1361,爱沙尼亚,Aktsiaselts WaveCom
193.84.2.58,443,AMS,65,芬兰 新地区 赫尔辛基,Hostkey B.v.
46.8.237.3,443,AMS,77,芬兰 新地区 赫尔辛基,Cgi Global Limited
139.28.220.16,443,AMS,73,芬兰 新地区 赫尔辛基,I-servers Ltd
65.109.209.200,443,AMS,104,芬兰 新地区 赫尔辛基,Hetzner Online GmbH
135.181.34.150,443,AMS,171,芬兰 新地区 赫尔辛基,Hetzner Online GmbH
37.252.5.75,443,AMS,66,爱沙尼亚 Tallinn 塔林,Aktsiaselts WaveCom
185.188.181.214,443,AMS,68,芬兰 新地区 赫尔辛基,I-servers Ltd
135.181.21.43,443,AMS,103,芬兰 新地区 赫尔辛基,Hetzner Online GmbH
185.4.73.45,443,AMS,71,爱沙尼亚 Jõhvi vald Jõhvi,P.a.g.m. Ou
95.217.25.18,443,AMS,107,芬兰 新地区 赫尔辛基,Hetzner Online GmbH
95.216.140.177,443,AMS,100,芬兰 新地区 赫尔辛基,Hetzner Online GmbH
80.85.241.99,443,AMS,198,芬兰 新地区 赫尔辛基,Aeza Group LLC
109.120.185.29,443,AMS,160,芬兰 新地区 赫尔辛基,Aeza Group LLC
91.108.241.188,443,AMS,154,芬兰 新地区 赫尔辛基,Aeza Group LLC
45.156.22.52,443,AMS,73,芬兰 新地区 赫尔辛基,Cgi Global Limited
66.151.34.156,443,AMS,65,芬兰 新地区 赫尔辛基,Hostkey B.v.
95.214.9.72,443,AMS,61,芬兰 新地区 赫尔辛基,First Server Limited
31.58.137.196,443,AMS,70,芬兰 新地区 赫尔辛基,Cgi Global Limited
5.181.20.175,443,AMS,76,英国,WorkTitans B.V.
91.226.124.53,443,AMS,9,捷克,Webzilla B.V.
194.67.200.169,443,AMS,84,芬兰 新地区 赫尔辛基,I-servers Ltd
195.26.230.188,443,AMS,68,芬兰 新地区 赫尔辛基,Hostkey B.v.
194.164.235.67,443,AMS,83,芬兰 新地区 赫尔辛基,Hostkey B.v.
38.180.62.4,443,AMS,30,法国 Paris Department 巴黎,M247 Europe SRL
188.130.206.93,443,AMS,74,芬兰 新地区 赫尔辛基,Cgi Global Limited
198.105.125.82,443,AMS,72,芬兰,I-servers Ltd
95.216.204.241,443,AMS,99,芬兰 新地区 赫尔辛基,Hetzner Online GmbH
38.180.93.241,443,AMS,48,法国 Paris Department 巴黎,M247 Europe SRL
185.104.250.88,443,AMS,72,芬兰 新地区 赫尔辛基,I-servers Ltd
194.164.235.226,443,AMS,398,芬兰 新地区 赫尔辛基,Hostkey B.v.
185.112.82.28,443,AMS,363,芬兰 新地区 赫尔辛基,Oy Crea Nova Hosting Solution Ltd
57.128.178.36,443,AMS,33,法国,OVH SAS
109.199.122.5,443,AMS,35,法国 Bas-Rhin Lauterbourg,Contabo GmbH
195.154.184.21,443,AMS,24,法国 Paris Department 巴黎,Scaleway SAS
37.187.98.185,443,AMS,65,法国,OVH SAS
51.77.141.117,443,AMS,43,法国,OVH SAS
57.128.180.98,443,AMS,31,法国,OVH SAS
109.199.126.6,443,AMS,58,法国 Bas-Rhin Lauterbourg,Contabo GmbH
57.128.177.235,443,AMS,30,法国,OVH SAS
79.137.248.111,443,AMS,224,芬兰 新地区 赫尔辛基,Aeza Group LLC
57.128.176.82,443,AMS,32,法国,OVH SAS
57.128.181.14,443,AMS,30,法国,OVH SAS
57.128.183.13,443,AMS,30,法国,OVH SAS
57.128.178.224,443,AMS,31,法国,OVH SAS
57.128.183.90,443,AMS,31,法国,OVH SAS
88.99.252.146,443,AMS,66,德国 萨克森自由州 Falkenstein,Hetzner Online GmbH
212.113.116.93,443,AMS,94,德国 黑森州 法兰克福,Aeza Group LLC
57.128.181.151,443,AMS,31,法国,OVH SAS
31.172.72.83,443,AMS,22,德国 黑森州 法兰克福,Fornex Hosting S.L.
37.1.195.124,443,AMS,32,德国,Leaseweb Deutschland GmbH
77.223.215.167,443,AMS,21,德国 黑森州 法兰克福,"Limestone Networks, Inc."
93.127.223.41,443,AMS,20,德国 黑森州 法兰克福,"Limestone Networks, Inc."
85.208.70.235,443,AMS,417,法国,Three Fourteen SASU
213.183.44.184,443,AMS,21,德国 黑森州 法兰克福,Melbikomas UAB
194.28.225.2,443,AMS,31,德国 黑森州 法兰克福,International Hosting Company Limited
18.184.55.249,443,AMS,22,德国 黑森州 法兰克福,"Amazon.com, Inc."
3.67.25.193,443,AMS,25,德国 黑森州 法兰克福,"Amazon.com, Inc."
87.251.87.36,443,AMS,23,德国 黑森州 法兰克福,International Hosting Company Limited
45.138.72.141,443,AMS,21,德国 黑森州 法兰克福,Leaseweb Deutschland GmbH
18.197.218.69,443,AMS,21,德国 黑森州 法兰克福,"Amazon.com, Inc."
5.230.44.233,443,AMS,21,德国,GHOSTnet GmbH
77.221.157.32,443,AMS,111,德国 黑森州 法兰克福,Aeza Group LLC
3.73.6.186,443,AMS,20,德国 黑森州 法兰克福,"Amazon.com, Inc."
45.154.207.101,443,AMS,321,德国 黑森州 法兰克福,"BrainStorm Network, Inc"
193.124.92.170,443,AMS,98,德国 黑森州 法兰克福,Big Data Host LLC
31.172.70.183,443,AMS,28,德国 黑森州 法兰克福,Fornex Hosting S.L.
45.129.242.128,443,AMS,20,德国 北莱茵-威斯特法伦 杜塞尔多夫,Serva One Ltd
194.39.204.118,443,AMS,992,德国 巴伐利亚州 慕尼黑,Webhosting24 GmbH
91.149.223.242,443,AMS,20,德国 黑森州 法兰克福,Baxet Group Inc.
31.172.73.59,443,AMS,19,德国 黑森州 法兰克福,Fornex Hosting S.L.
5.61.39.183,443,AMS,42,德国,Leaseweb Deutschland GmbH
94.159.104.237,443,AMS,21,德国 黑森州 法兰克福,H2nexus Ltd
49.13.64.206,443,AMS,40,德国 萨克森自由州 Falkenstein,Hetzner Online GmbH
62.60.217.230,443,AMS,92,伊朗,NetCrafters OU
94.159.109.104,443,AMS,23,德国 黑森州 法兰克福,H2nexus Ltd
5.253.188.151,443,AMS,79,德国 黑森州 法兰克福,DePowered Limited
94.159.110.41,443,AMS,25,德国 黑森州 法兰克福,H2nexus Ltd
78.47.146.151,443,AMS,34,德国 巴伐利亚州 纽伦堡,Hetzner Online GmbH
35.156.134.213,443,AMS,21,德国 黑森州 法兰克福,"Amazon.com, Inc."
212.224.93.171,443,AMS,21,德国 黑森州 Neu-Isenburg,"Ultahost, Inc."
94.159.101.36,443,AMS,25,德国 黑森州 法兰克福,H2nexus Ltd
3.75.170.179,443,AMS,30,德国 黑森州 法兰克福,"Amazon.com, Inc."
94.130.72.184,443,AMS,31,德国 巴伐利亚州 纽伦堡,Hetzner Online GmbH
82.117.245.170,443,AMS,25,德国,OVH SAS
77.81.138.64,443,AMS,39,德国 黑森州 兰河畔林堡,OVH SAS
132.145.232.171,443,AMS,21,德国 黑森州 法兰克福,Oracle Corporation
47.76.218.163,443,AMS,395,香港 香港,"Alibaba US Technology Co., Ltd."
89.19.44.48,443,AMS,25,德国 黑森州 兰河畔林堡,OVH SAS
116.203.58.165,443,AMS,35,德国 巴伐利亚州 纽伦堡,Hetzner Online GmbH
38.180.108.148,443,AMS,49,匈牙利 Budapest 布达佩斯,M247 Europe SRL
206.53.48.171,443,AMS,557,格鲁吉亚 第比利斯 第比利斯,Cloud 9 Ltd.
185.225.68.232,443,AMS,79,匈牙利 Budapest 布达佩斯,23VNet Kft.
38.180.109.174,443,AMS,46,匈牙利 Budapest 布达佩斯,M247 Europe SRL
91.219.237.49,443,AMS,49,匈牙利 Budapest 布达佩斯,ServerAstra Kft.
31.172.71.72,443,AMS,2025,德国 黑森州 法兰克福,Fornex Hosting S.L.
194.26.213.108,443,AMS,47,爱尔兰 Leinster 都柏林,MVPS LTD
216.10.243.159,443,AMS,254,印度,PDR
193.168.173.55,443,AMS,35,荷兰 北荷兰省 阿姆斯特丹,Kamatera Inc
77.91.74.6,443,AMS,130,格鲁吉亚,WorkTitans B.V.
82.166.137.24,443,AMS,204,以色列 中央区 Rishon LeTsiyyon,Cellcom Fixed Line Communication L.P
147.75.230.33,443,AMS,752,印度 卡纳塔克邦 Bengaluru,"Aryaka Networks, Inc."
80.211.48.113,443,AMS,121,意大利 Province of Arezzo Arezzo,Aruba S.p.A.
188.213.168.52,443,AMS,101,意大利 Province of Arezzo Arezzo,Aruba S.p.A.
147.75.230.160,443,AMS,704,印度 卡纳塔克邦 Bengaluru,"Aryaka Networks, Inc."
77.243.80.224,443,AMS,333,哈萨克斯坦 Almaty Almaty,PS Internet Company LLP
213.148.10.177,443,AMS,261,哈萨克斯坦 Almaty Almaty,Modern Server Solutions LLP
216.173.71.171,443,AMS,86,拉脱维亚 Rīga 里加,SIA VEESP
31.128.33.253,443,AMS,74,拉脱维亚 Rīga 里加,RETN Limited
46.32.187.228,443,AMS,78,拉脱维亚 Rīga 里加,SIA VEESP
81.31.245.122,443,AMS,45,荷兰,"Timeweb, LLP"
